Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2023/09/04;1,077.55;1,084.71;-7.16;-0.66%;-12.87;-16.21
2023/09/05;1,051.18;1,077.55;-26.37;-2.45%;-14.33;-18.26
2023/09/06;1,046.70;1,051.18;-4.48;-0.43%;-13.51;-18.61
2023/09/07;1,063.29;1,046.70;16.59;1.58%;-11.61;-17.32
2023/09/08;1,069.14;1,063.29;5.85;0.55%;-12.54;-16.86
2023/09/11;1,062.97;1,069.14;-6.17;-0.58%;-13.96;-17.34
2023/09/12;1,083.70;1,062.97;20.73;1.95%;-11.75;-15.73
2023/09/13;1,077.85;1,083.70;-5.85;-0.54%;-11.56;-16.19
2023/09/14;1,082.66;1,077.85;4.81;0.45%;-10.79;-15.81
2023/09/15;1,098.66;1,082.66;16.00;1.48%;-9.17;-14.57
2023/09/18;1,100.01;1,098.66;1.35;0.12%;-8.74;-14.46
2023/09/19;1,104.73;1,100.01;4.72;0.43%;-7.54;-14.10
2023/09/20;1,108.88;1,104.73;4.15;0.38%;-7.41;-13.77
2023/09/21;1,095.53;1,108.88;-13.35;-1.20%;-8.82;-14.81
2023/09/22;1,090.53;1,095.53;-5.00;-0.46%;-5.76;-15.20
2023/09/25;1,100.33;1,090.53;9.80;0.90%;-1.12;-14.44
2023/09/26;1,089.57;1,100.33;-10.76;-0.98%;-3.04;-15.27
2023/09/27;1,107.59;1,089.57;18.02;1.65%;-2.01;-13.87
2023/09/28;1,117.73;1,107.59;10.14;0.92%;-1.58;-13.08
2023/09/29;1,121.64;1,117.73;3.91;0.35%;-0.58;-12.78
2023/10/02;1,112.80;1,121.64;-8.84;-0.79%;-3.79;-13.47
2023/10/03;1,102.46;1,112.80;-10.34;-0.93%;-7.93;-14.27
2023/10/04;1,097.31;1,102.46;-5.15;-0.47%;-9.71;-14.67
2023/10/05;1,092.40;1,097.31;-4.91;-0.45%;-10.32;-15.05
2023/10/06;1,101.97;1,092.40;9.57;0.88%;-8.86;-14.31
2023/10/09;1,118.25;1,101.97;16.28;1.48%;-6.72;-13.04
2023/10/10;1,114.76;1,118.25;-3.49;-0.31%;-5.60;-13.32
2023/10/11;1,114.20;1,114.76;-0.56;-0.05%;-5.30;-13.36
2023/10/12;1,112.09;1,114.20;-2.11;-0.19%;-5.56;-13.52
2023/10/13;1,116.29;1,112.09;4.20;0.38%;-4.45;-13.20
2023/10/17;1,119.19;1,116.29;2.90;0.26%;-5.85;-12.97
2023/10/18;1,134.48;1,119.19;15.29;1.37%;-5.25;-11.78
2023/10/19;1,125.60;1,134.48;-8.88;-0.78%;-7.93;-12.47
2023/10/20;1,117.42;1,125.60;-8.18;-0.73%;-9.27;-13.11
2023/10/23;1,108.63;1,117.42;-8.79;-0.79%;-7.28;-13.79
2023/10/24;1,105.76;1,108.63;-2.87;-0.26%;-8.54;-14.02
2023/10/25;1,104.19;1,105.76;-1.57;-0.14%;-8.13;-14.14
2023/10/26;1,083.95;1,104.19;-20.24;-1.83%;-10.54;-15.71
2023/10/27;1,093.84;1,083.95;9.89;0.91%;-10.31;-14.94
2023/10/30;1,088.69;1,093.84;-5.15;-0.47%;-11.59;-15.34
2023/10/31;1,088.15;1,088.69;-0.54;-0.05%;-13.25;-15.38
2023/11/01;1,088.39;1,088.15;0.24;0.02%;-12.58;-15.37
2023/11/02;1,097.53;1,088.39;9.14;0.84%;-9.70;-14.66
2023/11/03;1,098.75;1,097.53;1.22;0.11%;-11.69;-14.56
2023/11/07;1,093.71;1,098.75;-5.04;-0.46%;-12.68;-14.95
2023/11/08;1,098.62;1,093.71;4.91;0.45%;-12.07;-14.57
2023/11/09;1,104.44;1,098.62;5.82;0.53%;-13.59;-14.12
2023/11/10;1,102.93;1,104.44;-1.51;-0.14%;-12.91;-14.24
