Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2023/11/14;1,107.45;1,102.93;4.52;0.41%;-13.83;-13.88
2023/11/15;1,110.09;1,107.45;2.64;0.24%;-13.20;-13.68
2023/11/16;1,108.56;1,110.09;-1.53;-0.14%;-14.45;-13.80
2023/11/17;1,125.22;1,108.56;16.66;1.50%;-12.27;-12.50
2023/11/20;1,125.16;1,125.22;-0.06;-0.01%;-8.63;-12.51
2023/11/21;1,128.61;1,125.16;3.45;0.31%;-10.12;-12.24
2023/11/22;1,131.96;1,128.61;3.35;0.30%;-10.58;-11.98
2023/11/23;1,127.81;1,131.96;-4.15;-0.37%;-11.05;-12.30
2023/11/24;1,135.46;1,127.81;7.65;0.68%;-10.32;-11.71
2023/11/27;1,127.74;1,135.46;-7.72;-0.68%;-9.12;-12.31
2023/11/28;1,127.81;1,127.74;0.07;0.01%;-9.65;-12.30
2023/11/29;1,138.69;1,127.81;10.88;0.96%;-8.36;-11.45
2023/11/30;1,146.87;1,138.69;8.18;0.72%;-7.16;-10.82
2023/12/01;1,151.79;1,146.87;4.92;0.43%;-7.18;-10.44
2023/12/04;1,156.33;1,151.79;4.54;0.39%;-5.03;-10.08
2023/12/05;1,150.10;1,156.33;-6.23;-0.54%;-6.99;-10.57
2023/12/06;1,134.17;1,150.10;-15.93;-1.39%;-7.76;-11.81
2023/12/07;1,145.28;1,134.17;11.11;0.98%;-7.35;-10.94
2023/12/11;1,141.41;1,145.28;-3.87;-0.34%;-7.10;-11.24
2023/12/12;1,149.28;1,141.41;7.87;0.69%;-6.53;-10.63
2023/12/13;1,165.85;1,149.28;16.57;1.44%;-5.24;-9.34
2023/12/14;1,174.70;1,165.85;8.85;0.76%;-3.90;-8.65
2023/12/15;1,162.58;1,174.70;-12.12;-1.03%;-4.04;-9.60
2023/12/18;1,163.33;1,162.58;0.75;0.06%;-4.28;-9.54
2023/12/19;1,169.27;1,163.33;5.94;0.51%;-4.75;-9.08
2023/12/20;1,162.66;1,169.27;-6.61;-0.57%;-6.97;-9.59
2023/12/21;1,166.07;1,162.66;3.41;0.29%;-5.00;-9.33
2023/12/22;1,170.34;1,166.07;4.27;0.37%;-6.57;-8.99
2023/12/26;1,183.84;1,170.34;13.50;1.15%;-6.08;-7.94
2023/12/27;1,188.17;1,183.84;4.33;0.37%;-6.18;-7.61
2023/12/28;1,195.20;1,188.17;7.03;0.59%;-7.06;-7.06
2024/01/02;1,222.50;1,195.20;27.30;2.28%;-3.70;2.28
2024/01/03;1,228.70;1,222.50;6.20;0.51%;-4.88;2.80
2024/01/04;1,267.18;1,228.70;38.48;3.13%;-3.90;6.02
2024/01/05;1,294.78;1,267.18;27.60;2.18%;-2.40;8.33
2024/01/09;1,294.43;1,294.78;-0.35;-0.03%;-3.01;8.30
2024/01/10;1,288.77;1,294.43;-5.66;-0.44%;-4.03;7.82
2024/01/11;1,283.25;1,288.77;-5.52;-0.43%;-3.99;7.36
2024/01/12;1,290.92;1,283.25;7.67;0.60%;-3.47;8.00
2024/01/15;1,297.33;1,290.92;6.41;0.50%;-2.83;8.54
2024/01/16;1,292.93;1,297.33;-4.40;-0.34%;-3.06;8.17
2024/01/17;1,283.84;1,292.93;-9.09;-0.70%;-4.03;7.41
2024/01/18;1,276.13;1,283.84;-7.71;-0.60%;-4.23;6.77
2024/01/19;1,274.50;1,276.13;-1.63;-0.13%;-4.70;6.63
2024/01/22;1,271.10;1,274.50;-3.40;-0.27%;-4.55;6.35
2024/01/23;1,263.15;1,271.10;-7.95;-0.63%;-3.61;5.68
2024/01/24;1,261.11;1,263.15;-2.04;-0.16%;-3.08;5.51
2024/01/25;1,268.91;1,261.11;7.80;0.62%;-2.53;6.16
2024/01/26;1,282.43;1,268.91;13.52;1.07%;-0.26;7.29
2024/01/29;1,279.81;1,282.43;-2.62;-0.20%;-0.03;7.07
2024/01/30;1,280.17;1,279.81;0.36;0.03%;-0.77;7.10
2024/01/31;1,276.55;1,280.17;-3.62;-0.28%;0.63;6.80
2024/02/01;1,277.65;1,276.55;1.10;0.09%;1.39;6.89
2024/02/02;1,277.77;1,277.65;0.12;0.01%;1.14;6.90
2024/02/05;1,272.44;1,277.77;-5.33;-0.42%;0.31;6.46
2024/02/06;1,276.77;1,272.44;4.33;0.34%;0.52;6.82
2024/02/07;1,279.26;1,276.77;2.49;0.20%;1.19;7.03
2024/02/08;1,261.10;1,279.26;-18.16;-1.42%;1.24;5.51
2024/02/09;1,248.23;1,261.10;-12.87;-1.02%;0.20;4.43
2024/02/12;1,248.18;1,248.23;-0.05;0.00%;0.64;4.43
2024/02/13;1,235.86;1,248.18;-12.32;-0.99%;1.07;3.40
2024/02/14;1,237.18;1,235.86;1.32;0.11%;1.45;3.51
2024/02/15;1,246.31;1,237.18;9.13;0.74%;1.62;4.27
2024/02/16;1,256.97;1,246.31;10.66;0.86%;3.89;5.16
2024/02/19;1,220.31;1,256.97;-36.66;-2.92%;0.77;2.10
2024/02/20;1,245.54;1,220.31;25.23;2.07%;3.95;4.21
2024/02/21;1,268.74;1,245.54;23.20;1.86%;6.83;6.15
2024/02/22;1,279.09;1,268.74;10.35;0.82%;7.28;7.01
2024/02/23;1,290.31;1,279.09;11.22;0.88%;8.10;7.95
2024/02/26;1,291.39;1,290.31;1.08;0.08%;7.06;8.04
2024/02/27;1,286.55;1,291.39;-4.84;-0.37%;8.33;7.64
2024/02/28;1,285.47;1,286.55;-1.08;-0.08%;7.22;7.55
2024/02/29;1,274.08;1,285.47;-11.39;-0.89%;7.14;6.59
2024/03/01;1,286.46;1,274.08;12.38;0.97%;5.92;7.63
2024/03/04;1,288.59;1,286.46;2.13;0.17%;4.28;7.81
