Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2022/10/11;1,180.90;1,198.83;-17.93;-1.50%;-14.82;-16.30
2022/10/12;1,176.64;1,180.90;-4.26;-0.36%;-15.60;-16.60
2022/10/13;1,177.65;1,176.64;1.01;0.09%;-16.87;-16.53
2022/10/14;1,168.32;1,177.65;-9.33;-0.79%;-18.08;-17.19
2022/10/18;1,188.74;1,168.32;20.42;1.75%;-16.07;-15.75
2022/10/19;1,197.40;1,188.74;8.66;0.73%;-15.32;-15.13
2022/10/20;1,222.63;1,197.40;25.23;2.11%;-13.30;-13.34
2022/10/21;1,231.64;1,222.63;9.01;0.74%;-12.00;-12.70
2022/10/24;1,195.68;1,231.64;-35.96;-2.92%;-14.71;-15.25
2022/10/25;1,209.12;1,195.68;13.44;1.12%;-14.44;-14.30
2022/10/26;1,202.00;1,209.12;-7.12;-0.59%;-14.39;-14.81
2022/10/27;1,211.76;1,202.00;9.76;0.81%;-13.93;-14.11
2022/10/28;1,219.69;1,211.76;7.93;0.65%;-12.50;-13.55
2022/10/31;1,231.52;1,219.69;11.83;0.97%;-11.43;-12.71
2022/11/01;1,254.39;1,231.52;22.87;1.86%;-9.78;-11.09
2022/11/02;1,245.10;1,254.39;-9.29;-0.74%;-11.35;-11.75
2022/11/03;1,215.51;1,245.10;-29.59;-2.38%;-12.69;-13.85
2022/11/04;1,244.24;1,215.51;28.73;2.36%;-10.39;-11.81
2022/11/08;1,252.67;1,244.24;8.43;0.68%;-9.52;-11.21
2022/11/09;1,249.55;1,252.67;-3.12;-0.25%;-8.50;-11.44
2022/11/10;1,278.26;1,249.55;28.71;2.30%;-6.41;-9.40
2022/11/11;1,266.56;1,278.26;-11.70;-0.92%;-6.62;-10.23
2022/11/15;1,285.29;1,266.56;18.73;1.48%;-3.61;-8.90
2022/11/16;1,279.00;1,285.29;-6.29;-0.49%;-3.87;-9.35
2022/11/17;1,295.81;1,279.00;16.81;1.31%;-3.11;-8.16
2022/11/18;1,282.68;1,295.81;-13.13;-1.01%;-1.22;-9.09
2022/11/21;1,231.54;1,282.68;-51.14;-3.99%;-6.14;-12.71
2022/11/22;1,255.82;1,231.54;24.28;1.97%;-4.60;-10.99
2022/11/23;1,266.00;1,255.82;10.18;0.81%;-4.82;-10.27
2022/11/24;1,267.93;1,266.00;1.93;0.15%;-5.29;-10.13
2022/11/25;1,266.25;1,267.93;-1.68;-0.13%;-3.94;-10.25
2022/11/28;1,240.99;1,266.25;-25.26;-1.99%;-7.90;-12.04
2022/11/29;1,248.36;1,240.99;7.37;0.59%;-9.13;-11.52
2022/11/30;1,242.63;1,248.36;-5.73;-0.46%;-12.38;-11.93
2022/12/01;1,235.45;1,242.63;-7.18;-0.58%;-14.25;-12.43
2022/12/02;1,240.93;1,235.45;5.48;0.44%;-13.33;-12.05
2022/12/05;1,217.68;1,240.93;-23.25;-1.87%;-14.88;-13.69
2022/12/06;1,236.59;1,217.68;18.91;1.55%;-12.29;-12.35
2022/12/07;1,229.65;1,236.59;-6.94;-0.56%;-12.11;-12.85
2022/12/09;1,236.18;1,229.65;6.53;0.53%;-11.01;-12.38
2022/12/12;1,228.71;1,236.18;-7.47;-0.60%;-9.24;-12.91
2022/12/13;1,229.69;1,228.71;0.98;0.08%;-9.50;-12.84
2022/12/14;1,230.37;1,229.69;0.68;0.06%;-10.53;-12.79
2022/12/15;1,222.46;1,230.37;-7.91;-0.64%;-13.17;-13.36
2022/12/16;1,211.59;1,222.46;-10.87;-0.89%;-13.14;-14.13
2022/12/19;1,215.44;1,211.59;3.85;0.32%;-11.98;-13.85
2022/12/20;1,227.62;1,215.44;12.18;1.00%;-10.96;-12.99
2022/12/21;1,249.84;1,227.62;22.22;1.81%;-10.37;-11.41
2022/12/22;1,227.57;1,249.84;-22.27;-1.78%;-12.03;-12.99
2022/12/23;1,252.68;1,227.57;25.11;2.05%;-10.62;-11.21
2022/12/26;1,247.56;1,252.68;-5.12;-0.41%;-11.18;-11.58
2022/12/27;1,260.55;1,247.56;12.99;1.04%;-10.48;-10.66
2022/12/28;1,266.52;1,260.55;5.97;0.47%;-10.54;-10.23
2022/12/29;1,286.07;1,266.52;19.55;1.54%;-8.85;-8.85
2023/01/02;1,283.87;1,286.07;-2.20;-0.17%;-9.27;-0.17
2023/01/03;1,269.56;1,283.87;-14.31;-1.11%;-10.83;-1.28
2023/01/04;1,291.80;1,269.56;22.24;1.75%;-7.88;0.44
2023/01/05;1,318.74;1,291.80;26.94;2.09%;-4.55;2.54
2023/01/06;1,326.74;1,318.74;8.00;0.61%;-4.83;3.16
2023/01/10;1,334.69;1,326.74;7.95;0.60%;-6.17;3.78
2023/01/11;1,342.91;1,334.69;8.22;0.62%;-7.43;4.41
2023/01/12;1,336.65;1,342.91;-6.26;-0.47%;-8.86;3.93
2023/01/13;1,337.44;1,336.65;0.79;0.06%;-6.59;3.99
2023/01/16;1,335.15;1,337.44;-2.29;-0.17%;-12.28;3.81
2023/01/17;1,333.86;1,335.15;-1.29;-0.10%;-15.85;3.71
2023/01/18;1,337.89;1,333.86;4.03;0.30%;-15.47;4.02
2023/01/19;1,332.50;1,337.89;-5.39;-0.40%;-13.89;3.61
2023/01/20;1,337.40;1,332.50;4.90;0.37%;-12.21;3.99
2023/01/23;1,331.77;1,337.40;-5.63;-0.42%;-12.50;3.55
2023/01/24;1,310.50;1,331.77;-21.27;-1.60%;-14.20;1.89
2023/01/25;1,301.28;1,310.50;-9.22;-0.70%;-14.51;1.18
2023/01/26;1,301.90;1,301.28;0.62;0.05%;-14.38;1.23
2023/01/27;1,285.89;1,301.90;-16.01;-1.23%;-15.94;-0.01
2023/01/30;1,280.22;1,285.89;-5.67;-0.44%;-16.70;-0.45
2023/01/31;1,290.11;1,280.22;9.89;0.77%;-16.11;0.31
2023/02/01;1,268.48;1,290.11;-21.63;-1.68%;-17.06;-1.36
2023/02/02;1,260.10;1,268.48;-8.38;-0.66%;-16.89;-2.01
2023/02/03;1,263.25;1,260.10;3.15;0.25%;-17.02;-1.77
2023/02/06;1,268.49;1,263.25;5.24;0.41%;-17.28;-1.36
2023/02/07;1,270.09;1,268.49;1.60;0.13%;-16.64;-1.24
2023/02/08;1,264.10;1,270.09;-5.99;-0.47%;-16.21;-1.70
2023/02/09;1,245.63;1,264.10;-18.47;-1.46%;-15.56;-3.14
2023/02/10;1,245.65;1,245.63;0.02;0.00%;-16.55;-3.14
2023/02/13;1,240.18;1,245.65;-5.47;-0.44%;-16.24;-3.56
2023/02/14;1,222.74;1,240.18;-17.44;-1.41%;-17.78;-4.92
2023/02/15;1,219.44;1,222.74;-3.30;-0.27%;-18.84;-5.18
2023/02/16;1,226.34;1,219.44;6.90;0.57%;-18.40;-4.64
2023/02/17;1,209.86;1,226.34;-16.48;-1.34%;-19.01;-5.92
2023/02/20;1,210.92;1,209.86;1.06;0.09%;-19.00;-5.84
2023/02/21;1,198.14;1,210.92;-12.78;-1.06%;-19.72;-6.83
2023/02/22;1,187.55;1,198.14;-10.59;-0.88%;-21.36;-7.66
2023/02/23;1,192.24;1,187.55;4.69;0.39%;-21.02;-7.29
2023/02/24;1,193.54;1,192.24;1.30;0.11%;-21.28;-7.19
2023/02/27;1,206.22;1,193.54;12.68;1.06%;-21.04;-6.20
2023/02/28;1,187.56;1,206.22;-18.66;-1.55%;-22.81;-7.65
2023/03/01;1,198.89;1,187.56;11.33;0.95%;-21.65;-6.77
2023/03/02;1,189.09;1,198.89;-9.80;-0.82%;-22.50;-7.54
