Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2022/09/02;1,232.91;1,224.00;8.91;0.73%;-7.12;-12.61
2022/09/05;1,236.74;1,232.91;3.83;0.31%;-6.80;-12.34
2022/09/06;1,227.08;1,236.74;-9.66;-0.78%;-7.10;-13.03
2022/09/07;1,210.30;1,227.08;-16.78;-1.37%;-8.33;-14.22
2022/09/08;1,202.96;1,210.30;-7.34;-0.61%;-9.05;-14.74
2022/09/09;1,222.51;1,202.96;19.55;1.63%;-7.42;-13.35
2022/09/12;1,235.54;1,222.51;13.03;1.07%;-5.85;-12.43
2022/09/13;1,228.09;1,235.54;-7.45;-0.60%;-6.26;-12.96
2022/09/14;1,218.76;1,228.09;-9.33;-0.76%;-7.81;-13.62
2022/09/15;1,213.70;1,218.76;-5.06;-0.42%;-8.28;-13.98
2022/09/16;1,209.58;1,213.70;-4.12;-0.34%;-8.49;-14.27
2022/09/19;1,205.45;1,209.58;-4.13;-0.34%;-7.74;-14.56
2022/09/20;1,194.83;1,205.45;-10.62;-0.88%;-8.19;-15.31
2022/09/21;1,197.75;1,194.83;2.92;0.24%;-8.58;-15.11
2022/09/22;1,201.61;1,197.75;3.86;0.32%;-8.42;-14.83
2022/09/23;1,157.27;1,201.61;-44.34;-3.69%;-11.61;-17.98
2022/09/26;1,112.84;1,157.27;-44.43;-3.84%;-17.28;-21.12
2022/09/27;1,123.81;1,112.84;10.97;0.99%;-16.78;-20.35
2022/09/28;1,130.35;1,123.81;6.54;0.58%;-16.91;-19.88
2022/09/29;1,135.78;1,130.35;5.43;0.48%;-16.60;-19.50
2022/09/30;1,128.24;1,135.78;-7.54;-0.66%;-17.66;-20.03
2022/10/03;1,156.70;1,128.24;28.46;2.52%;-16.28;-18.02
2022/10/04;1,197.44;1,156.70;40.74;3.52%;-13.43;-15.13
2022/10/05;1,215.36;1,197.44;17.92;1.50%;-12.04;-13.86
2022/10/06;1,218.15;1,215.36;2.79;0.23%;-12.58;-13.66
2022/10/07;1,209.10;1,218.15;-9.05;-0.74%;-13.69;-14.30
2022/10/10;1,198.83;1,209.10;-10.27;-0.85%;-14.74;-15.03
