Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2024/03/05;1,300.86;1,288.59;12.27;0.95%;5.18;8.84
2024/03/06;1,307.11;1,300.86;6.25;0.48%;5.28;9.36
2024/03/07;1,313.51;1,307.11;6.40;0.49%;8.49;9.89
2024/03/08;1,298.97;1,313.51;-14.54;-1.11%;9.40;8.68
2024/03/11;1,298.29;1,298.97;-0.68;-0.05%;12.49;8.62
2024/03/12;1,278.65;1,298.29;-19.64;-1.51%;10.59;6.98
2024/03/13;1,284.15;1,278.65;5.50;0.43%;15.50;7.44
2024/03/14;1,283.19;1,284.15;-0.96;-0.07%;14.73;7.36
2024/03/15;1,285.10;1,283.19;1.91;0.15%;15.73;7.52
2024/03/18;1,307.14;1,285.10;22.04;1.72%;15.71;9.36
2024/03/19;1,306.76;1,307.14;-0.38;-0.03%;15.68;9.33
2024/03/20;1,308.77;1,306.76;2.01;0.15%;16.72;9.50
2024/03/21;1,321.60;1,308.77;12.83;0.98%;20.48;10.57
2024/03/22;1,329.48;1,321.60;7.88;0.60%;20.18;11.23
2024/03/26;1,318.11;1,329.48;-11.37;-0.86%;17.96;10.28
2024/03/27;1,332.98;1,318.11;14.87;1.13%;19.05;11.52
2024/04/01;1,355.14;1,332.98;22.16;1.66%;14.53;13.38
2024/04/02;1,372.71;1,355.14;17.57;1.30%;16.47;14.85
2024/04/03;1,383.91;1,372.71;11.20;0.82%;15.94;15.78
2024/04/04;1,407.95;1,383.91;24.04;1.74%;17.29;17.80
2024/04/05;1,388.27;1,407.95;-19.68;-1.40%;15.65;16.15
2024/04/08;1,386.80;1,388.27;-1.47;-0.11%;15.53;16.03
2024/04/09;1,408.58;1,386.80;21.78;1.57%;15.32;17.85
2024/04/10;1,398.05;1,408.58;-10.53;-0.75%;13.45;16.97
2024/04/11;1,415.24;1,398.05;17.19;1.23%;14.10;18.41
2024/04/12;1,390.74;1,415.24;-24.50;-1.73%;10.96;16.36
2024/04/15;1,380.21;1,390.74;-10.53;-0.76%;9.78;15.47
2024/04/16;1,368.26;1,380.21;-11.95;-0.87%;9.01;14.47
2024/04/17;1,350.12;1,368.26;-18.14;-1.33%;8.18;12.96
2024/04/18;1,321.06;1,350.12;-29.06;-2.15%;6.12;10.53
2024/04/19;1,332.13;1,321.06;11.07;0.84%;9.55;11.45
2024/04/22;1,344.21;1,332.13;12.08;0.91%;9.70;12.46
2024/04/23;1,347.93;1,344.21;3.72;0.28%;12.54;12.77
2024/04/24;1,343.34;1,347.93;-4.59;-0.34%;13.30;12.39
2024/04/25;1,349.93;1,343.34;6.59;0.49%;15.62;12.94
2024/04/26;1,366.61;1,349.93;16.68;1.24%;13.99;14.34
2024/04/29;1,381.01;1,366.61;14.40;1.05%;19.25;15.54
2024/04/30;1,357.31;1,381.01;-23.70;-1.72%;17.21;13.56
2024/05/02;1,378.74;1,357.31;21.43;1.58%;19.00;15.35
2024/05/03;1,385.56;1,378.74;6.82;0.49%;19.01;15.92
2024/05/06;1,379.90;1,385.56;-5.66;-0.41%;19.22;15.45
2024/05/07;1,380.64;1,379.90;0.74;0.05%;19.06;15.51
2024/05/08;1,384.15;1,380.64;3.51;0.25%;19.30;15.80
2024/05/09;1,387.12;1,384.15;2.97;0.21%;21.31;16.05
2024/05/10;1,390.38;1,387.12;3.26;0.24%;19.95;16.33
2024/05/14;1,402.76;1,390.38;12.38;0.89%;23.30;17.36
2024/05/15;1,406.35;1,402.76;3.59;0.26%;23.99;17.66
2024/05/16;1,417.48;1,406.35;11.13;0.79%;24.69;18.59
