Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2024/05/17;1,429.18;1,417.48;11.70;0.83%;27.16;19.57
2024/05/20;1,441.68;1,429.18;12.50;0.87%;28.41;20.62
2024/05/21;1,440.78;1,441.68;-0.90;-0.06%;28.33;20.54
2024/05/22;1,409.28;1,440.78;-31.50;-2.19%;26.88;17.91
2024/05/23;1,406.39;1,409.28;-2.89;-0.21%;28.01;17.66
2024/05/24;1,407.76;1,406.39;1.37;0.10%;27.86;17.78
2024/05/27;1,413.70;1,407.76;5.94;0.42%;28.34;18.28
2024/05/28;1,408.60;1,413.70;-5.10;-0.36%;28.91;17.85
2024/05/29;1,394.39;1,408.60;-14.21;-1.01%;26.87;16.66
2024/05/30;1,403.79;1,394.39;9.40;0.67%;25.57;17.45
2024/05/31;1,399.94;1,403.79;-3.85;-0.27%;21.94;17.13
2024/06/04;1,404.04;1,399.94;4.10;0.29%;17.60;17.47
2024/06/05;1,406.47;1,404.04;2.43;0.17%;17.23;17.67
2024/06/06;1,410.53;1,406.47;4.06;0.29%;18.45;18.01
2024/06/07;1,411.99;1,410.53;1.46;0.10%;19.25;18.13
2024/06/11;1,388.12;1,411.99;-23.87;-1.69%;17.10;16.14
2024/06/12;1,380.74;1,388.12;-7.38;-0.53%;17.18;15.52
2024/06/13;1,386.12;1,380.74;5.38;0.39%;17.61;15.97
2024/06/14;1,378.09;1,386.12;-8.03;-0.58%;17.39;15.30
2024/06/17;1,378.59;1,378.09;0.50;0.04%;18.73;15.34
2024/06/18;1,389.58;1,378.59;10.99;0.80%;19.68;16.26
2024/06/19;1,380.56;1,389.58;-9.02;-0.65%;19.85;15.50
2024/06/20;1,376.01;1,380.56;-4.55;-0.33%;20.52;15.12
2024/06/21;1,365.34;1,376.01;-10.67;-0.78%;20.44;14.23
2024/06/24;1,386.80;1,365.34;21.46;1.57%;21.81;16.03
2024/06/25;1,367.94;1,386.80;-18.86;-1.36%;21.10;14.45
2024/06/26;1,368.90;1,367.94;0.96;0.07%;21.42;14.53
2024/06/27;1,376.64;1,368.90;7.74;0.57%;21.72;15.18
2024/06/28;1,380.90;1,376.64;4.26;0.31%;21.81;15.53
2024/07/02;1,383.61;1,380.90;2.71;0.20%;21.98;15.76
2024/07/03;1,381.43;1,383.61;-2.18;-0.16%;23.15;15.58
2024/07/04;1,384.76;1,381.43;3.33;0.24%;24.19;15.86
2024/07/05;1,383.57;1,384.76;-1.19;-0.09%;22.10;15.76
2024/07/08;1,383.05;1,383.57;-0.52;-0.04%;22.30;15.71
2024/07/09;1,373.15;1,383.05;-9.90;-0.72%;19.62;14.88
2024/07/10;1,365.92;1,373.15;-7.23;-0.53%;17.50;14.28
2024/07/11;1,376.34;1,365.92;10.42;0.76%;17.29;15.15
2024/07/12;1,374.06;1,376.34;-2.28;-0.17%;18.02;14.96
2024/07/15;1,374.77;1,374.06;0.71;0.05%;18.50;15.02
2024/07/16;1,373.74;1,374.77;-1.03;-0.07%;17.43;14.93
2024/07/17;1,366.24;1,373.74;-7.50;-0.55%;16.39;14.31
2024/07/18;1,364.48;1,366.24;-1.76;-0.13%;16.33;14.16
2024/07/19;1,367.69;1,364.48;3.21;0.24%;16.61;14.43
2024/07/22;1,366.66;1,367.69;-1.03;-0.08%;16.56;14.34
2024/07/23;1,360.59;1,366.66;-6.07;-0.44%;16.16;13.83
2024/07/24;1,354.40;1,360.59;-6.19;-0.45%;16.32;13.31
2024/07/25;1,353.66;1,354.40;-0.74;-0.05%;16.01;13.25
2024/07/26;1,345.63;1,353.66;-8.03;-0.59%;15.81;12.58
2024/07/29;1,340.69;1,345.63;-4.94;-0.37%;14.13;12.17
2024/07/30;1,335.31;1,340.69;-5.38;-0.40%;13.27;11.72
2024/07/31;1,345.70;1,335.31;10.39;0.78%;15.91;12.59
2024/08/01;1,341.77;1,345.70;-3.93;-0.29%;14.30;12.26
2024/08/02;1,316.87;1,341.77;-24.90;-1.86%;12.53;10.17
2024/08/05;1,294.56;1,316.87;-22.31;-1.69%;10.32;8.31
2024/08/06;1,296.79;1,294.56;2.23;0.17%;10.51;8.49
2024/08/08;1,299.24;1,296.79;2.45;0.19%;12.70;8.70
2024/08/09;1,310.45;1,299.24;11.21;0.86%;14.20;9.64
2024/08/12;1,330.28;1,310.45;19.83;1.51%;16.12;11.30
2024/08/13;1,343.87;1,330.28;13.59;1.02%;18.91;12.43
2024/08/14;1,350.68;1,343.87;6.81;0.51%;18.11;13.00
2024/08/15;1,360.00;1,350.68;9.32;0.69%;19.82;13.78
2024/08/16;1,361.01;1,360.00;1.01;0.07%;20.16;13.87
2024/08/20;1,345.35;1,361.01;-15.66;-1.15%;20.57;12.56
2024/08/21;1,347.33;1,345.35;1.98;0.15%;22.53;12.72
2024/08/22;1,334.96;1,347.33;-12.37;-0.92%;21.23;11.69
2024/08/23;1,331.01;1,334.96;-3.95;-0.30%;20.82;11.36
2024/08/26;1,343.93;1,331.01;12.92;0.97%;21.69;12.44
2024/08/27;1,341.19;1,343.93;-2.74;-0.20%;20.69;12.21
2024/08/28;1,343.04;1,341.19;1.85;0.14%;20.46;12.36
2024/08/29;1,335.32;1,343.04;-7.72;-0.57%;24.08;11.72
2024/08/30;1,362.28;1,335.32;26.96;2.02%;25.58;13.97
2024/09/02;1,355.13;1,362.28;-7.15;-0.52%;25.76;13.38
2024/09/03;1,347.82;1,355.13;-7.31;-0.54%;28.21;12.76
2024/09/04;1,336.16;1,347.82;-11.66;-0.87%;27.65;11.79
2024/09/05;1,341.65;1,336.16;5.49;0.41%;26.17;12.25
