Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2021/05/04;1,217.67;1,216.62;1.05;0.09%;10.76;-15.31
2021/05/05;1,240.04;1,217.67;22.37;1.84%;13.72;-13.75
2021/05/06;1,266.56;1,240.04;26.52;2.14%;13.75;-11.91
2021/05/07;1,281.93;1,266.56;15.37;1.21%;15.46;-10.84
2021/05/10;1,311.73;1,281.93;29.80;2.32%;18.80;-8.77
2021/05/11;1,292.14;1,311.73;-19.59;-1.49%;18.62;-10.13
2021/05/12;1,285.33;1,292.14;-6.81;-0.53%;21.80;-10.60
2021/05/13;1,262.29;1,285.33;-23.04;-1.79%;19.96;-12.21
2021/05/14;1,289.75;1,262.29;27.46;2.18%;22.39;-10.30
2021/05/18;1,268.14;1,289.75;-21.61;-1.68%;18.77;-11.80
2021/05/19;1,265.64;1,268.14;-2.50;-0.20%;18.03;-11.97
2021/05/20;1,254.62;1,265.64;-11.02;-0.87%;17.68;-12.74
2021/05/21;1,244.08;1,254.62;-10.54;-0.84%;17.62;-13.47
2021/05/24;1,227.68;1,244.08;-16.40;-1.32%;14.43;-14.61
2021/05/25;1,203.80;1,227.68;-23.88;-1.95%;12.21;-16.28
2021/05/26;1,190.78;1,203.80;-13.02;-1.08%;9.40;-17.18
2021/05/27;1,182.18;1,190.78;-8.60;-0.72%;8.90;-17.78
2021/05/28;1,206.63;1,182.18;24.45;2.07%;10.11;-16.08
2021/05/31;1,200.90;1,206.63;-5.73;-0.47%;7.50;-16.48
2021/06/01;1,223.18;1,200.90;22.28;1.86%;9.43;-14.93
2021/06/02;1,247.98;1,223.18;24.80;2.03%;7.76;-13.20
2021/06/03;1,258.26;1,247.98;10.28;0.82%;8.11;-12.49
2021/06/04;1,245.44;1,258.26;-12.82;-1.02%;3.52;-13.38
2021/06/08;1,258.64;1,245.44;13.20;1.06%;4.02;-12.46
2021/06/09;1,255.31;1,258.64;-3.33;-0.26%;6.56;-12.69
2021/06/10;1,260.21;1,255.31;4.90;0.39%;12.36;-12.35
2021/06/11;1,261.61;1,260.21;1.40;0.11%;10.36;-12.25
2021/06/15;1,252.27;1,261.61;-9.34;-0.74%;8.45;-12.90
2021/06/16;1,250.78;1,252.27;-1.49;-0.12%;9.78;-13.01
2021/06/17;1,248.79;1,250.78;-1.99;-0.16%;9.63;-13.15
2021/06/18;1,257.29;1,248.79;8.50;0.68%;8.25;-12.56
2021/06/21;1,246.44;1,257.29;-10.85;-0.86%;9.02;-13.31
2021/06/22;1,242.70;1,246.44;-3.74;-0.30%;8.69;-13.57
2021/06/23;1,246.96;1,242.70;4.26;0.34%;10.79;-13.27
2021/06/24;1,278.81;1,246.96;31.85;2.55%;13.66;-11.06
2021/06/25;1,284.20;1,278.81;5.39;0.42%;15.62;-10.68
2021/06/28;1,270.88;1,284.20;-13.32;-1.04%;14.30;-11.61
2021/06/29;1,257.00;1,270.88;-13.88;-1.09%;13.05;-12.58
2021/06/30;1,248.83;1,257.00;-8.17;-0.65%;12.51;-13.14
2021/07/01;1,260.42;1,248.83;11.59;0.93%;12.64;-12.34
2021/07/02;1,289.38;1,260.42;28.96;2.30%;14.58;-10.32
2021/07/06;1,272.05;1,289.38;-17.33;-1.34%;12.38;-11.53
2021/07/07;1,286.43;1,272.05;14.38;1.13%;11.52;-10.53
2021/07/08;1,284.04;1,286.43;-2.39;-0.19%;12.32;-10.69
2021/07/09;1,293.02;1,284.04;8.98;0.70%;12.65;-10.07
2021/07/12;1,298.44;1,293.02;5.42;0.42%;13.38;-9.69
2021/07/13;1,293.76;1,298.44;-4.68;-0.36%;13.03;-10.02
2021/07/14;1,284.44;1,293.76;-9.32;-0.72%;12.19;-10.67
2021/07/15;1,273.21;1,284.44;-11.23;-0.87%;10.41;-11.45
2021/07/16;1,272.49;1,273.21;-0.72;-0.06%;10.06;-11.50
2021/07/19;1,238.12;1,272.49;-34.37;-2.70%;6.12;-13.89
2021/07/21;1,250.71;1,238.12;12.59;1.02%;7.03;-13.01
2021/07/22;1,251.87;1,250.71;1.16;0.09%;5.93;-12.93
2021/07/23;1,254.24;1,251.87;2.37;0.19%;6.84;-12.77
2021/07/26;1,256.31;1,254.24;2.07;0.17%;6.40;-12.62
2021/07/27;1,249.61;1,256.31;-6.70;-0.53%;6.71;-13.09
2021/07/28;1,243.13;1,249.61;-6.48;-0.52%;5.80;-13.54
2021/07/29;1,245.86;1,243.13;2.73;0.22%;6.97;-13.35
2021/07/30;1,236.73;1,245.86;-9.13;-0.73%;9.02;-13.98
2021/08/02;1,236.03;1,236.73;-0.70;-0.06%;9.08;-14.03
2021/08/03;1,235.53;1,236.03;-0.50;-0.04%;9.49;-14.07
2021/08/04;1,240.84;1,235.53;5.31;0.43%;9.03;-13.70
2021/08/05;1,227.35;1,240.84;-13.49;-1.09%;7.45;-14.64
2021/08/06;1,226.59;1,227.35;-0.76;-0.06%;7.26;-14.69
2021/08/09;1,229.44;1,226.59;2.85;0.23%;7.51;-14.49
2021/08/10;1,236.31;1,229.44;6.87;0.56%;8.98;-14.01
2021/08/11;1,246.69;1,236.31;10.38;0.84%;9.18;-13.29
2021/08/12;1,258.53;1,246.69;11.84;0.95%;9.44;-12.47
2021/08/13;1,268.79;1,258.53;10.26;0.82%;10.01;-11.76
2021/08/17;1,301.69;1,268.79;32.90;2.59%;11.40;-9.47
2021/08/18;1,325.93;1,301.69;24.24;1.86%;14.13;-7.78
2021/08/19;1,329.67;1,325.93;3.74;0.28%;13.24;-7.52
2021/08/20;1,326.91;1,329.67;-2.76;-0.21%;11.85;-7.71
2021/08/23;1,334.48;1,326.91;7.57;0.57%;10.72;-7.19
2021/08/24;1,328.29;1,334.48;-6.19;-0.46%;7.94;-7.62
2021/08/25;1,329.79;1,328.29;1.50;0.11%;8.34;-7.51
2021/08/26;1,313.99;1,329.79;-15.80;-1.19%;7.24;-8.61
2021/08/27;1,325.51;1,313.99;11.52;0.88%;8.09;-7.81
