Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2021/03/01;1,355.70;1,359.48;-3.78;-0.28%;-11.76;-5.71
2021/03/02;1,350.04;1,355.70;-5.66;-0.42%;-10.74;-6.10
2021/03/03;1,347.22;1,350.04;-2.82;-0.21%;-12.77;-6.30
2021/03/04;1,337.12;1,347.22;-10.10;-0.75%;-13.54;-7.00
2021/03/05;1,344.72;1,337.12;7.60;0.57%;-10.52;-6.47
2021/03/08;1,336.98;1,344.72;-7.74;-0.58%;-0.56;-7.01
2021/03/09;1,341.73;1,336.98;4.75;0.36%;-1.35;-6.68
2021/03/10;1,347.47;1,341.73;5.74;0.43%;4.01;-6.28
2021/03/11;1,350.35;1,347.47;2.88;0.21%;14.99;-6.08
2021/03/12;1,353.68;1,350.35;3.33;0.25%;15.27;-5.85
2021/03/15;1,356.98;1,353.68;3.30;0.24%;35.99;-5.62
2021/03/16;1,350.14;1,356.98;-6.84;-0.50%;34.94;-6.10
2021/03/17;1,343.56;1,350.14;-6.58;-0.49%;50.28;-6.56
2021/03/18;1,325.59;1,343.56;-17.97;-1.34%;47.32;-7.81
2021/03/19;1,324.54;1,325.59;-1.05;-0.08%;44.03;-7.88
2021/03/23;1,319.82;1,324.54;-4.72;-0.36%;42.91;-8.21
2021/03/24;1,325.33;1,319.82;5.51;0.42%;26.68;-7.82
2021/03/25;1,320.11;1,325.33;-5.22;-0.39%;13.11;-8.19
2021/03/26;1,314.46;1,320.11;-5.65;-0.43%;14.54;-8.58
2021/03/29;1,320.83;1,314.46;6.37;0.48%;16.97;-8.14
2021/03/30;1,327.32;1,320.83;6.49;0.49%;18.10;-7.68
2021/03/31;1,316.81;1,327.32;-10.51;-0.79%;23.87;-8.42
2021/04/05;1,323.97;1,316.81;7.16;0.54%;14.12;-7.92
2021/04/06;1,324.35;1,323.97;0.38;0.03%;13.83;-7.89
2021/04/07;1,335.89;1,324.35;11.54;0.87%;12.53;-7.09
2021/04/08;1,325.93;1,335.89;-9.96;-0.75%;11.05;-7.78
2021/04/09;1,322.11;1,325.93;-3.82;-0.29%;10.73;-8.05
2021/04/12;1,317.76;1,322.11;-4.35;-0.33%;10.36;-8.35
2021/04/13;1,312.55;1,317.76;-5.21;-0.40%;8.38;-8.71
2021/04/14;1,320.96;1,312.55;8.41;0.64%;9.71;-8.13
2021/04/15;1,321.80;1,320.96;0.84;0.06%;9.91;-8.07
2021/04/16;1,317.08;1,321.80;-4.72;-0.36%;10.48;-8.40
2021/04/19;1,312.62;1,317.08;-4.46;-0.34%;11.27;-8.71
2021/04/20;1,311.39;1,312.62;-1.23;-0.09%;15.91;-8.79
2021/04/21;1,305.14;1,311.39;-6.25;-0.48%;15.21;-9.23
2021/04/22;1,296.07;1,305.14;-9.07;-0.69%;12.52;-9.86
2021/04/23;1,282.21;1,296.07;-13.86;-1.07%;14.24;-10.82
2021/04/26;1,286.57;1,282.21;4.36;0.34%;15.26;-10.52
2021/04/27;1,293.15;1,286.57;6.58;0.51%;12.90;-10.06
2021/04/28;1,286.16;1,293.15;-6.99;-0.54%;12.24;-10.55
2021/04/29;1,278.00;1,286.16;-8.16;-0.63%;11.90;-11.11
2021/04/30;1,250.65;1,278.00;-27.35;-2.14%;13.13;-13.02
2021/05/03;1,216.62;1,250.65;-34.03;-2.72%;10.05;-15.38
