Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2025/08/20;1,855.31;1,853.52;1.79;0.10%;37.70;34.48
2025/08/21;1,852.35;1,855.31;-2.96;-0.16%;38.75;34.26
2025/08/22;1,858.45;1,852.35;6.10;0.33%;39.62;34.71
2025/08/25;1,850.02;1,858.45;-8.43;-0.45%;37.65;34.10
2025/08/26;1,855.52;1,850.02;5.50;0.30%;38.34;34.49
2025/08/27;1,843.98;1,855.52;-11.54;-0.62%;37.29;33.66
2025/08/28;1,838.34;1,843.98;-5.64;-0.31%;37.67;33.25
2025/08/29;1,845.60;1,838.34;7.26;0.39%;35.47;33.77
2025/09/01;1,842.81;1,845.60;-2.79;-0.15%;35.98;33.57
2025/09/02;1,829.25;1,842.81;-13.56;-0.74%;35.71;32.59
2025/09/03;1,831.72;1,829.25;2.47;0.14%;37.08;32.77
2025/09/04;1,853.79;1,831.72;22.07;1.20%;38.17;34.37
2025/09/05;1,862.87;1,853.79;9.08;0.49%;40.22;35.03
2025/09/08;1,871.14;1,862.87;8.27;0.44%;41.57;35.63
2025/09/09;1,867.99;1,871.14;-3.15;-0.17%;42.19;35.40
2025/09/10;1,873.17;1,867.99;5.18;0.28%;42.99;35.77
2025/09/11;1,854.57;1,873.17;-18.60;-0.99%;40.46;34.43
2025/09/12;1,845.61;1,854.57;-8.96;-0.48%;40.70;33.78
2025/09/15;1,847.03;1,845.61;1.42;0.08%;40.14;33.88
2025/09/16;1,838.67;1,847.03;-8.36;-0.45%;39.99;33.27
2025/09/17;1,834.30;1,838.67;-4.37;-0.24%;40.31;32.96
2025/09/18;1,823.31;1,834.30;-10.99;-0.60%;38.06;32.16
2025/09/19;1,858.13;1,823.31;34.82;1.91%;40.67;34.68
2025/09/22;1,871.52;1,858.13;13.39;0.72%;41.54;35.65
2025/09/23;1,871.46;1,871.52;-0.06;0.00%;40.19;35.65
2025/09/24;1,880.71;1,871.46;9.25;0.49%;42.34;36.32
2025/09/25;1,875.73;1,880.71;-4.98;-0.26%;40.85;35.96
2025/09/26;1,863.45;1,875.73;-12.28;-0.65%;41.08;35.07
