Fecha;Valor hoy;Valor ayer;Variación absoluta;Variación porcentual;Variación 12 meses;Variación año
2025/09/29;1,874.87;1,863.45;11.42;0.61%;43.38;35.90
2025/09/30;1,872.36;1,874.87;-2.51;-0.13%;43.24;35.71
2025/10/01;1,862.92;1,872.36;-9.44;-0.50%;43.15;35.03
2025/10/02;1,848.94;1,862.92;-13.98;-0.75%;41.86;34.02
2025/10/03;1,861.27;1,848.94;12.33;0.67%;42.75;34.91
2025/10/06;1,863.19;1,861.27;1.92;0.10%;42.29;35.05
2025/10/07;1,857.77;1,863.19;-5.42;-0.29%;42.90;34.66
2025/10/08;1,875.25;1,857.77;17.48;0.94%;44.09;35.92
2025/10/09;1,889.25;1,875.25;14.00;0.75%;44.20;36.94
2025/10/10;1,869.78;1,889.25;-19.47;-1.03%;40.95;35.53
2025/10/14;1,891.64;1,869.78;21.86;1.17%;42.34;37.11
2025/10/15;1,891.39;1,891.64;-0.25;-0.01%;41.43;37.09
2025/10/16;1,898.86;1,891.39;7.47;0.39%;41.04;37.64
2025/10/17;1,924.26;1,898.86;25.40;1.34%;41.27;39.48
2025/10/20;1,897.42;1,924.26;-26.84;-1.39%;39.89;37.53
2025/10/21;1,888.56;1,897.42;-8.86;-0.47%;40.49;36.89
2025/10/22;1,915.75;1,888.56;27.19;1.44%;44.96;38.86
2025/10/23;1,925.00;1,915.75;9.25;0.48%;43.91;39.53
2025/10/24;1,945.79;1,925.00;20.79;1.08%;45.80;41.04
2025/10/27;1,956.37;1,945.79;10.58;0.54%;46.05;41.80
2025/10/28;1,977.47;1,956.37;21.10;1.08%;47.63;43.33
2025/10/29;1,993.83;1,977.47;16.36;0.83%;46.99;44.52
2025/10/30;1,990.74;1,993.83;-3.09;-0.15%;46.54;44.30
2025/10/31;1,987.12;1,990.74;-3.62;-0.18%;46.88;44.03
2025/11/04;2,018.42;1,987.12;31.30;1.58%;48.45;46.30
2025/11/05;2,035.82;2,018.42;17.40;0.86%;49.21;47.56
2025/11/06;2,045.66;2,035.82;9.84;0.48%;50.52;48.28
2025/11/07;2,081.29;2,045.66;35.63;1.74%;55.86;50.86
